kah,mar_auto,mob_mar_aut,month,Spittoono,Weightlifting_at_the_2004_Summer_Olympics_–_Men's_69_kg,Florian_Latorre,Cauffry,Labour_for_Independence,Jude_Dibia,1947_Arkansas_Razorbacks_football_team,Anikey_Stroganov,Umberto_Tirelli,Tylotiella_basipunctata,The_Zero_Hour_(1939_film),John_Ibrahim_(footballer),Iwate_Nippo,Spencer_Frankl,Sign_name,"List_of_listed_buildings_in_South_Knapdale,_Argyll_and_Bute",WKAK,Municipal_Golf_Course,Sandra_Pisani,Padma_Samten
0,65,0,201109,8,1,0,1,0,9,0,7,6,0,3,0,3,0,52,0,5,0,0,0
0,68,0,201109,1,7,0,1,0,7,2,1,2,0,1,0,4,0,39,0,6,0,0,0
0,71,0,201109,9,2,0,1,0,9,0,10,4,0,3,0,5,0,36,0,5,0,0,0
0,107,0,201109,7,5,0,1,0,5,1,7,5,2,0,0,3,0,43,0,4,0,1,0
0,0,0,201109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,0,201110,7,9,0,1,0,11,1,6,3,0,3,0,3,0,45,0,5,0,0,0
0,46,0,201110,1,3,0,2,0,4,0,4,4,4,1,0,0,0,50,0,5,0,0,0
0,115,0,201110,7,9,0,2,0,9,1,10,2,0,2,0,5,0,47,0,4,0,0,0
0,77,0,201110,8,3,0,2,0,6,1,15,4,1,2,0,2,0,37,0,8,1,1,0
0,93,0,201110,4,5,0,1,0,2,3,8,4,1,8,0,4,0,41,0,9,0,0,0
0,68,0,201110,0,4,0,3,0,4,1,4,3,0,2,0,1,0,54,0,10,0,0,0
0,56,0,201110,3,6,0,2,0,6,0,10,6,1,1,0,3,0,42,0,9,0,0,0
0,34,0,201110,3,5,0,3,0,6,1,12,3,1,3,0,6,0,31,0,8,0,0,0
0,36,0,201110,8,3,0,1,0,9,2,11,4,0,0,0,5,0,41,0,14,0,0,0
0,78,0,201110,5,8,0,3,0,4,3,7,0,0,3,0,1,0,41,0,10,0,0,0
0,94,0,201110,5,2,0,2,0,7,4,3,3,1,6,0,3,0,62,0,14,0,0,0
0,91,0,201110,8,2,0,4,0,4,1,5,3,1,0,0,7,0,55,0,7,0,0,0
0,88,0,201110,6,2,0,4,0,7,0,11,4,0,4,0,6,0,57,0,8,0,0,0
0,82,0,201110,3,2,0,3,0,5,2,17,3,1,4,0,6,0,51,0,17,0,0,0
0,55,0,201110,2,6,0,3,0,4,0,11,2,1,0,0,7,0,27,0,9,0,0,0
0,39,0,201110,4,3,0,3,0,5,1,4,1,5,3,0,6,0,34,0,13,0,0,0
0,77,0,201110,2,3,0,3,0,9,1,6,4,3,1,0,4,0,42,0,10,0,0,0
0,98,0,201110,5,3,0,3,0,6,1,8,4,2,3,0,6,0,49,0,19,0,0,0
0,72,0,201110,7,3,0,1,0,5,2,6,4,1,1,0,6,0,47,0,24,0,0,0
0,0,0,201110,0,0,0,4,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0
0,65,0,201110,4,5,0,0,0,2,3,11,6,1,13,0,4,0,44,0,5,0,0,0
0,26,0,201110,4,1,0,4,0,10,0,12,2,0,3,0,6,0,44,0,11,0,0,0
0,23,0,201110,0,0,0,2,0,7,0,9,0,0,0,0,2,0,32,0,0,0,0,0
0,84,0,201110,8,11,0,2,0,4,1,7,3,0,2,0,4,0,42,0,9,0,1,0
0,64,0,201110,2,11,0,2,0,4,0,4,3,0,1,0,4,0,50,0,13,0,0,0
0,87,0,201110,7,4,0,5,0,12,2,12,4,0,3,0,3,0,33,0,4,0,0,0
0,83,0,201110,8,4,0,7,0,6,0,9,2,1,8,0,3,0,52,0,14,0,0,0
0,73,0,201110,4,8,0,10,0,4,1,5,2,0,3,0,9,0,33,0,4,0,0,0
0,13,0,201110,4,4,0,2,0,3,2,5,1,1,1,0,3,0,44,0,3,0,0,0
0,27,0,201110,4,1,0,1,0,5,0,5,5,1,4,0,3,0,30,0,3,0,0,0
0,75,0,201110,6,11,0,2,0,6,3,5,4,1,5,0,3,0,46,0,5,0,0,0
0,68,0,201111,11,1,0,2,0,7,2,14,3,1,3,0,1,0,54,0,9,0,2,0
0,97,0,201111,8,1,0,2,0,8,2,14,2,1,1,0,3,0,51,0,8,0,0,0
0,85,0,201111,6,4,0,0,0,7,1,7,4,1,1,0,4,0,36,0,4,0,0,0
0,74,0,201111,5,6,0,3,0,5,3,7,7,0,2,0,2,0,33,0,13,1,0,0
0,27,0,201111,5,6,0,3,0,12,2,7,1,2,1,0,4,0,39,0,10,0,0,0
0,31,0,201111,5,5,0,2,0,6,4,9,1,1,3,0,3,0,25,0,7,0,0,0
0,98,0,201111,8,7,0,1,0,5,0,3,1,1,0,0,5,0,51,0,10,0,0,0
0,90,0,201111,10,7,0,2,0,11,2,10,4,0,1,0,3,0,33,0,24,0,0,0
0,97,0,201111,7,8,0,3,0,2,4,6,4,0,2,0,3,0,56,0,15,0,0,0
0,76,0,201111,7,4,0,3,0,8,2,9,6,1,3,1,4,0,38,0,5,0,0,0
0,58,0,201111,2,6,0,0,0,7,1,3,3,0,5,0,2,0,32,0,10,0,0,0
0,33,0,201111,2,5,0,2,0,7,1,5,1,0,4,0,7,0,36,0,6,0,0,0
0,51,0,201111,4,12,0,6,0,1,1,8,4,3,1,0,3,0,31,0,9,0,0,0
0,97,0,201111,6,7,0,1,0,6,1,11,3,0,2,0,4,0,29,0,6,0,1,0
0,88,0,201111,8,14,0,3,0,29,1,19,6,1,5,0,4,0,49,0,6,0,0,0
0,129,0,201111,8,16,0,1,0,19,2,20,4,2,7,0,7,0,65,0,10,0,0,0
0,105,0,201111,14,15,0,3,0,31,4,21,8,4,5,0,10,0,63,0,21,0,0,0
0,90,0,201111,3,12,0,3,0,13,1,13,8,1,2,0,7,0,49,0,9,0,0,0
0,34,0,201111,9,19,0,5,0,14,1,23,5,3,4,0,8,0,45,0,7,0,0,0
0,56,0,201111,12,15,0,2,0,20,2,25,5,4,4,0,8,0,41,0,10,0,0,0
0,122,0,201111,9,9,0,2,0,12,2,19,7,0,2,0,5,0,51,0,10,0,0,0
0,103,0,201111,8,7,0,3,0,16,1,22,1,0,4,0,6,0,57,0,11,0,0,0
0,59,0,201111,7,10,0,8,0,17,0,15,4,1,7,0,4,0,46,0,8,0,1,0
0,69,0,201111,31,11,0,3,0,18,0,11,7,2,3,0,10,0,45,0,8,0,0,0
0,69,0,201111,15,18,0,8,0,14,2,19,7,6,8,0,6,0,56,0,14,1,0,0
0,65,0,201111,14,15,0,5,0,17,2,17,2,0,2,0,10,0,41,0,12,0,0,0
0,47,0,201111,15,13,0,1,0,11,2,11,3,4,8,0,7,0,46,0,8,0,0,0
0,82,0,201111,5,1,0,3,0,12,4,13,8,2,2,0,5,0,40,0,14,0,0,0
0,110,0,201111,5,4,0,2,0,10,3,10,5,1,1,0,8,0,74,0,13,0,0,0
0,84,0,201111,7,1,0,3,0,7,3,4,5,1,0,0,4,0,43,0,14,0,0,0
0,0,0,201111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,96,0,201112,3,2,0,5,0,18,0,7,3,0,4,1,3,0,41,0,10,0,0,0
0,98,0,201112,7,8,0,3,0,9,2,6,0,2,1,0,4,0,36,0,8,0,0,0
0,66,0,201112,16,3,0,5,0,7,1,8,4,0,5,0,2,0,45,0,8,0,0,0
0,36,0,201112,9,7,0,3,0,9,2,16,7,0,1,0,5,0,42,0,8,0,0,0
0,162,0,201112,6,5,0,6,0,10,1,5,3,0,3,0,4,0,42,0,9,0,0,0
0,97,0,201112,5,4,0,5,0,11,5,9,3,0,1,0,3,0,45,0,6,0,0,0
0,82,0,201112,7,2,0,2,0,4,1,6,3,1,1,0,4,0,50,0,13,0,0,0
0,90,0,201112,2,6,0,1,0,10,2,9,2,0,2,0,2,0,50,0,9,0,0,0
0,83,0,201112,7,4,0,4,0,4,1,4,4,0,4,0,0,0,43,0,7,0,0,0
0,26,0,201112,4,7,0,2,0,3,1,9,1,2,1,0,3,0,41,0,5,0,0,0
0,41,0,201112,3,3,0,6,0,8,5,6,4,2,5,0,5,0,30,0,3,0,0,0
0,76,0,201112,3,1,0,6,0,10,0,12,3,0,3,0,1,0,36,0,2,0,0,0
0,106,0,201112,3,3,0,8,0,10,0,9,2,0,4,0,2,0,40,0,17,0,0,0
0,84,0,201112,6,2,0,2,0,10,2,8,6,0,23,0,2,0,57,0,13,0,0,0
0,91,0,201112,51,6,0,1,0,6,4,6,2,4,9,0,5,0,39,0,9,0,0,0
0,63,0,201112,3,1,0,3,0,8,4,10,5,0,6,1,4,0,43,0,18,1,0,0
0,20,0,201112,6,8,0,6,0,9,2,11,5,1,4,0,2,0,29,0,13,0,2,0
0,52,0,201112,7,4,0,2,0,7,4,4,2,0,5,0,9,0,20,0,5,0,0,0
0,77,0,201112,3,3,0,6,0,13,4,13,1,1,6,0,3,0,25,0,12,0,0,0
0,68,0,201112,5,7,0,4,0,4,5,11,2,2,1,0,7,0,33,0,16,0,1,0
0,77,0,201112,3,6,0,0,0,6,2,9,1,0,5,0,3,0,29,0,12,0,0,0
0,80,0,201112,4,6,0,5,0,8,4,4,5,0,8,0,3,0,29,0,48,0,0,0
0,2,0,201112,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0
0,0,0,201112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,201112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,0,201112,1,0,0,1,0,3,4,7,0,0,0,0,1,0,4,0,6,0,0,0
0,53,0,201112,10,6,0,4,0,6,5,8,1,0,3,0,2,0,32,0,11,0,0,0
0,69,0,201112,6,2,0,12,0,5,4,11,1,0,4,0,0,0,40,0,7,0,0,0
0,67,0,201112,5,2,0,3,0,5,7,3,4,0,2,0,6,0,30,0,15,0,0,0
0,72,0,201112,3,3,0,1,0,24,9,8,1,1,3,0,13,0,37,0,18,0,0,0
0,42,0,201112,3,2,0,8,0,1,2,6,2,0,4,0,3,0,36,0,16,0,0,0
0,35,0,201201,5,4,0,2,0,6,8,7,4,0,4,0,5,0,27,0,6,0,0,0
0,65,0,201201,7,7,0,5,0,10,4,6,7,0,4,0,3,0,32,0,8,0,0,0
0,93,0,201201,6,2,0,3,0,5,6,4,8,1,3,0,3,0,52,0,3,0,0,0
0,95,0,201201,4,5,0,0,0,8,0,10,17,1,3,0,5,0,51,0,18,1,0,0
0,90,0,201201,8,3,0,2,0,6,7,8,5,1,4,0,1,0,39,0,3,0,0,0
0,101,0,201201,7,6,0,4,0,8,4,9,1,2,3,0,1,0,35,0,13,0,0,0
0,44,0,201201,4,6,0,6,0,7,5,14,3,1,2,0,3,0,46,0,8,0,0,0
0,38,0,201201,5,2,0,4,0,5,4,5,2,2,5,0,8,0,35,0,6,0,0,0
0,96,0,201201,2,1,0,4,0,4,8,13,3,2,5,0,4,0,52,0,7,0,0,0
0,92,0,201201,11,1,0,6,0,7,9,13,5,0,8,0,3,0,67,0,9,0,0,0
0,101,0,201201,9,2,0,7,0,6,6,13,6,1,11,0,3,0,47,0,11,0,0,0
0,160,0,201201,6,5,0,7,0,13,7,11,7,0,2,0,3,0,54,0,11,0,0,0
0,90,0,201201,5,4,0,10,0,9,7,10,3,2,3,0,3,0,39,0,10,0,0,0
0,37,0,201201,2,6,0,4,0,10,4,7,3,2,7,0,5,0,34,0,7,0,0,0
0,41,0,201201,6,3,0,5,0,2,7,19,3,0,5,0,3,0,45,0,11,0,0,0
0,53,0,201201,6,5,0,7,0,11,3,17,3,2,2,0,5,0,56,0,6,0,0,0
0,90,0,201201,5,10,0,5,0,11,9,9,2,1,2,0,1,0,46,0,11,0,0,0
0,117,0,201201,4,2,0,3,0,7,4,13,0,1,2,0,4,0,29,0,10,0,0,0
0,112,0,201201,6,3,0,3,0,3,9,20,3,2,0,0,1,0,38,0,5,0,0,0
0,84,0,201201,5,3,0,5,0,6,5,11,2,1,0,0,5,0,48,0,9,0,0,0
0,40,0,201201,5,5,0,6,0,3,9,11,2,0,6,0,1,0,44,0,7,0,0,0
0,43,0,201201,5,3,0,5,0,8,6,8,3,1,1,0,4,0,28,0,9,1,1,0
0,78,0,201201,7,3,0,1,0,5,10,14,3,1,4,0,2,0,36,0,9,0,1,0
0,98,0,201201,7,3,0,4,0,8,6,12,1,2,2,0,3,0,47,0,6,0,0,0
0,104,0,201201,7,4,0,4,0,5,4,9,10,0,3,0,1,0,36,0,9,0,0,0
0,88,0,201201,4,1,0,4,0,7,4,8,6,0,5,0,2,0,36,0,8,0,0,0
0,110,0,201201,2,0,0,9,0,4,3,4,2,1,2,0,1,0,30,0,13,0,0,0
0,29,0,201201,1,3,0,4,0,8,3,16,4,1,4,0,6,0,36,0,8,0,0,0
0,36,0,201201,6,3,0,3,0,5,9,6,1,1,1,0,4,0,32,0,8,0,0,0
0,109,0,201201,4,6,0,1,0,9,3,11,8,0,1,0,3,0,44,0,6,1,1,0
0,117,0,201201,7,1,0,3,0,3,3,8,0,0,5,0,6,0,36,0,11,0,0,0
0,111,0,201202,5,8,0,7,0,4,3,2,7,0,2,0,2,0,51,0,13,0,0,0
0,116,0,201202,5,9,0,0,0,2,4,9,3,0,1,0,7,0,42,0,5,0,0,0
0,111,0,201202,4,2,0,10,0,3,2,9,2,0,3,0,8,0,42,0,15,0,0,0
0,31,0,201202,3,5,0,23,0,3,7,8,3,0,4,0,5,0,33,0,9,0,0,0
0,60,0,201202,2,4,0,10,0,4,10,8,13,3,0,0,0,0,31,0,9,0,0,0
0,130,0,201202,1,3,0,5,0,3,7,4,7,1,2,0,7,0,46,0,8,0,0,0
0,114,0,201202,8,4,0,8,0,9,10,12,3,0,4,0,5,0,37,0,10,0,0,0
0,96,0,201202,1,2,0,3,0,3,7,10,7,0,2,0,2,0,34,0,9,0,0,0
0,110,0,201202,4,7,0,5,0,4,7,9,3,0,7,0,6,0,47,0,10,0,0,0
0,103,0,201202,5,3,0,5,0,4,7,6,4,1,1,0,4,0,32,0,13,0,0,0
0,54,0,201202,3,3,0,3,0,0,10,8,1,1,2,0,1,0,33,0,13,0,1,0
0,56,0,201202,4,9,0,3,0,8,7,11,2,1,3,0,1,0,26,0,6,0,0,0
0,65,0,201202,6,6,0,7,0,4,2,5,2,0,12,0,6,0,43,0,12,0,0,0
0,86,0,201202,8,4,0,5,0,8,1,9,0,0,6,0,7,0,33,0,8,0,0,0
0,115,0,201202,6,4,0,1,0,7,4,8,5,0,2,0,2,0,39,0,11,0,0,0
0,124,0,201202,11,2,0,5,0,7,2,14,2,0,4,0,5,0,43,0,8,0,0,0
0,96,0,201202,4,7,0,8,0,9,6,7,3,1,4,0,0,0,48,0,10,0,0,0
0,24,0,201202,3,5,0,7,0,7,4,9,4,2,1,0,2,0,23,0,8,0,0,0
0,36,0,201202,5,6,0,6,0,7,4,5,2,1,1,0,4,0,34,0,11,0,0,0
0,85,0,201202,2,2,0,8,0,8,2,4,0,0,3,0,6,0,50,0,8,0,0,0
0,91,0,201202,8,4,0,3,0,8,6,12,2,0,4,0,6,0,44,0,5,0,0,0
0,114,0,201202,6,3,0,5,0,7,2,7,0,0,6,0,2,0,42,0,10,2,0,0
0,105,0,201202,3,6,0,5,0,8,3,8,3,0,2,0,1,0,44,0,11,0,0,0
0,87,0,201202,3,4,0,5,0,3,0,7,1,0,6,0,3,0,46,0,7,0,0,0
0,50,0,201202,4,1,0,4,0,7,13,6,3,1,5,0,3,0,28,0,8,1,0,0
0,36,0,201202,6,3,0,7,0,9,6,7,2,1,5,0,3,0,39,0,10,0,0,0
0,102,0,201202,6,11,0,9,0,4,4,13,1,1,8,0,0,0,33,0,10,0,0,0
0,92,0,201202,3,3,0,12,0,5,8,6,4,2,2,0,5,0,41,0,10,0,0,0
0,110,0,201202,6,5,0,23,0,11,4,11,2,1,7,0,4,0,69,0,8,0,0,0
0,0,0,201202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,201202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,119,0,201203,7,7,0,3,0,14,3,10,0,2,4,0,1,0,52,0,13,0,0,0
0,156,0,201203,5,1,0,6,0,7,7,9,3,0,5,0,9,0,48,0,5,0,0,0
0,40,0,201203,3,5,0,4,0,5,9,8,3,0,3,0,4,0,49,0,6,0,1,0
0,48,0,201203,2,4,0,5,0,5,7,11,3,2,3,0,4,0,46,0,8,0,0,0
0,102,0,201203,7,6,0,8,0,10,2,7,1,2,4,0,5,0,46,0,9,0,0,0
0,120,0,201203,12,2,0,7,0,7,11,9,2,1,6,0,7,0,66,0,11,0,0,0
0,114,0,201203,5,0,0,3,0,7,13,12,1,1,3,0,6,0,57,0,15,0,0,0
0,89,0,201203,6,5,0,7,0,6,5,10,2,0,7,0,3,0,51,0,7,0,0,0
0,78,0,201203,4,5,0,5,0,4,5,13,5,2,6,0,0,0,51,0,13,0,2,0
0,33,0,201203,3,4,0,7,0,3,5,9,1,0,5,0,6,0,32,0,11,0,0,0
0,47,0,201203,2,3,0,2,0,5,4,6,4,1,4,0,4,0,38,0,11,0,2,0
0,103,0,201203,5,2,0,12,0,3,8,8,6,0,6,0,6,0,48,0,10,0,0,0
0,98,0,201203,4,2,0,4,0,5,8,7,1,0,2,0,4,0,57,0,6,0,0,0
0,98,0,201203,4,6,0,6,0,7,0,12,0,0,6,0,7,0,53,0,9,0,0,0
0,64,0,201203,3,4,0,4,0,8,7,4,1,0,3,0,5,0,56,0,10,0,0,0
0,63,0,201203,4,1,0,3,0,5,3,9,1,1,3,0,5,0,42,0,7,0,0,0
0,35,0,201203,5,5,0,4,0,7,4,10,1,0,5,0,3,0,46,0,12,0,0,0
0,43,0,201203,5,8,0,4,0,4,11,8,5,1,8,0,2,0,43,0,6,0,0,0
0,83,0,201203,7,6,0,6,0,5,7,10,6,1,2,0,2,0,72,0,12,0,0,0
0,124,0,201203,4,9,0,7,0,11,6,14,0,2,0,0,4,0,47,0,4,0,0,0
0,98,0,201203,6,3,0,2,0,12,9,10,1,0,5,0,1,0,50,0,6,0,0,0
0,88,0,201203,5,5,0,5,0,7,1,10,2,0,2,0,2,0,40,0,9,0,0,0
0,68,0,201203,3,5,0,7,0,4,8,8,1,3,1,0,5,0,45,0,7,0,1,0
0,27,0,201203,1,4,0,3,0,7,2,6,0,0,7,0,2,0,34,0,6,0,0,0
0,29,0,201203,7,1,0,10,0,10,5,11,0,1,3,0,4,0,32,0,9,0,0,0
0,112,0,201203,5,3,0,4,0,4,5,16,4,0,22,0,0,0,38,0,5,0,0,0
0,88,0,201203,1,4,0,9,0,9,6,15,5,0,6,0,7,0,42,0,7,0,0,0
0,107,0,201203,4,4,0,4,0,3,4,8,2,2,4,0,2,0,40,0,11,0,0,0
0,96,0,201203,7,6,0,5,0,6,3,9,4,1,7,0,2,0,54,0,5,0,0,0
0,82,0,201203,6,5,0,12,0,6,3,11,1,3,2,0,3,0,39,0,10,0,0,0
0,53,0,201203,4,6,0,4,0,12,3,18,1,1,7,0,1,0,42,0,7,0,0,0
0,33,0,201204,1,8,0,4,0,16,2,10,1,1,8,0,2,0,34,0,5,0,0,0
0,94,0,201204,3,2,0,4,0,6,9,22,5,0,5,0,1,0,43,0,9,0,0,0
0,95,0,201204,7,6,0,11,0,3,4,11,3,0,1,0,0,0,47,0,6,0,0,0
0,79,0,201204,5,5,0,6,0,0,3,10,7,1,4,0,1,0,50,0,11,0,0,0
0,69,0,201204,3,3,0,8,0,9,1,7,2,1,5,0,4,0,43,0,2,0,0,0
0,80,0,201204,0,4,0,2,0,7,8,9,3,0,7,1,0,0,30,0,7,0,0,0
0,26,0,201204,1,3,0,6,0,7,7,9,1,1,3,0,1,0,40,0,7,0,0,0
0,34,0,201204,7,4,0,8,0,6,5,7,0,2,3,0,2,0,43,0,7,0,0,0
0,73,0,201204,1,6,0,2,0,3,5,6,1,1,0,0,2,0,52,0,4,0,0,0
0,99,0,201204,2,8,0,9,0,7,6,10,3,0,7,0,2,0,40,0,4,0,0,0
0,99,0,201204,8,4,0,3,0,5,4,7,4,0,4,0,2,0,47,0,11,0,0,0
0,107,0,201204,3,8,0,3,0,1,2,5,6,0,5,0,8,0,43,0,5,0,3,0
0,77,0,201204,3,6,0,6,0,5,5,11,3,1,6,0,4,0,47,0,5,0,0,0
0,50,0,201204,5,9,0,9,0,6,4,11,2,0,4,0,1,0,25,0,4,0,0,0
0,29,0,201204,3,8,0,3,0,8,8,13,2,1,9,1,2,0,39,0,8,0,0,0
0,97,0,201204,1,5,0,3,0,2,5,14,4,2,1,0,2,0,38,0,4,0,0,0
0,110,0,201204,2,7,0,9,0,9,4,8,3,1,4,0,5,0,53,0,7,0,0,0
0,97,0,201204,6,0,0,2,0,5,2,13,2,0,7,0,3,0,40,0,6,0,0,0
0,79,0,201204,4,4,0,6,0,4,4,5,2,0,8,0,1,0,41,0,5,0,0,0
0,111,0,201204,4,4,0,1,0,16,2,5,2,1,5,0,2,0,62,0,11,0,0,0
0,98,0,201204,3,5,0,3,0,6,4,7,5,0,3,0,3,0,42,0,5,1,0,0
0,94,0,201204,4,3,0,11,0,5,6,7,2,1,4,0,3,0,43,0,3,0,0,0
0,114,0,201204,4,4,0,7,0,9,3,7,1,2,3,0,4,0,60,0,14,0,0,0
0,180,0,201204,5,3,0,7,0,8,6,7,1,1,4,0,2,0,46,0,10,0,1,0
0,105,0,201204,4,1,0,2,0,5,4,4,2,0,2,0,1,0,49,0,7,0,0,0
0,74,0,201204,4,8,0,6,0,7,5,7,4,1,3,0,5,0,48,0,11,0,0,0
0,82,0,201204,1,5,0,7,0,5,4,6,2,2,4,0,4,0,40,0,11,0,0,0
0,33,0,201204,4,2,0,8,0,4,5,14,2,1,2,0,3,0,34,0,7,0,0,0
0,61,0,201204,9,7,0,8,0,6,8,15,1,1,4,0,6,0,45,0,15,0,0,0
0,0,0,201204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,201204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,84,0,201205,3,1,0,5,0,4,0,11,2,0,2,0,6,0,43,0,11,0,17,0
0,88,0,201205,4,4,0,9,0,4,1,10,2,0,3,0,6,0,41,0,8,0,0,0
0,92,0,201205,4,4,0,9,0,13,3,10,4,1,5,0,2,0,38,0,11,0,4,0
0,76,0,201205,4,2,0,5,0,6,1,5,1,0,3,0,3,0,46,0,14,0,2,0
0,31,0,201205,6,8,0,6,0,4,4,2,1,0,3,0,2,0,38,0,11,0,5,0
0,31,0,201205,5,7,0,9,0,5,3,12,3,1,2,0,2,0,41,0,9,0,1,0
0,89,0,201205,5,3,0,5,0,7,7,8,1,1,5,0,2,0,43,0,10,0,3,0
0,104,0,201205,4,5,0,8,0,5,7,8,2,2,3,0,2,0,28,0,19,0,2,0
0,108,0,201205,3,3,0,7,0,3,2,9,0,0,6,0,0,0,40,0,13,0,1,0
0,92,0,201205,4,1,0,5,0,3,2,8,7,1,3,0,4,0,37,0,5,0,0,0
0,110,0,201205,6,2,0,9,0,5,8,3,3,2,5,0,6,0,31,0,13,0,4,0
0,44,0,201205,4,2,0,5,0,7,3,7,1,0,4,0,2,0,35,0,9,0,3,0
0,39,0,201205,4,5,0,6,0,8,6,9,2,2,5,0,4,0,29,0,8,0,1,0
0,106,0,201205,3,2,0,6,0,7,5,11,5,0,1,0,7,0,38,0,12,0,3,0
0,111,0,201205,4,1,0,6,0,3,6,10,0,0,9,0,4,0,43,0,9,0,3,0
0,115,0,201205,7,2,0,3,0,4,1,9,1,0,4,0,3,0,36,0,6,1,9,0
0,104,0,201205,4,5,0,7,0,9,3,6,4,0,2,0,1,0,33,0,4,1,7,0
0,76,0,201205,3,7,0,6,0,5,1,13,2,1,4,0,0,0,32,0,8,1,3,0
0,38,0,201205,3,6,0,11,0,6,10,9,6,1,6,0,5,0,29,10,12,0,1,0
0,59,0,201205,7,4,0,8,0,6,6,10,2,0,3,0,2,0,27,4,8,0,1,0
0,102,0,201205,6,6,0,5,0,3,3,20,5,1,4,0,9,0,31,1,10,1,1,0
0,106,0,201205,3,4,0,7,0,4,5,7,1,0,7,0,5,0,37,1,13,0,0,0
0,152,0,201205,5,8,0,10,0,6,4,11,4,1,3,0,5,0,53,0,8,0,2,0
0,109,0,201205,1,3,0,10,0,9,6,10,5,0,3,0,6,0,37,3,9,0,5,0
0,92,0,201205,1,6,0,6,0,3,2,10,3,1,3,0,6,0,26,1,10,0,14,0
0,36,0,201205,2,2,0,12,0,4,7,9,3,1,2,0,0,0,39,1,11,0,3,0
0,41,0,201205,7,10,0,9,0,4,1,3,2,1,3,0,2,0,23,0,17,0,1,0
0,80,0,201205,1,4,0,9,0,7,4,5,3,1,2,0,4,0,38,1,3,0,1,0
0,132,0,201205,20,3,0,7,0,3,7,6,2,3,3,0,3,0,39,0,5,0,2,0
0,144,0,201205,3,1,0,3,0,8,7,11,3,0,3,0,3,0,37,0,6,0,2,0
0,129,0,201205,3,5,0,12,0,3,5,8,4,0,4,0,6,0,37,2,10,0,3,0
0,135,0,201206,7,7,0,5,0,8,2,7,6,0,3,0,2,0,33,2,17,0,3,0
0,51,0,201206,6,7,0,10,0,4,4,8,3,0,6,0,6,0,48,2,9,0,2,0
0,44,0,201206,2,6,0,1,0,8,3,7,4,1,2,0,3,0,39,0,15,0,2,0
0,99,0,201206,5,2,0,9,0,6,3,7,2,1,6,0,3,0,41,3,13,0,1,0
0,116,0,201206,4,3,0,6,0,6,4,6,2,2,4,0,7,0,49,0,11,0,0,0
0,102,0,201206,6,2,0,10,0,10,4,12,4,0,6,0,4,0,45,3,9,0,4,0
0,113,0,201206,4,3,0,6,0,4,2,6,6,1,5,0,4,0,50,1,8,0,2,0
0,117,0,201206,2,3,0,4,0,15,5,6,3,1,5,0,2,0,54,0,9,0,4,0
0,33,0,201206,5,3,0,8,0,6,1,3,2,0,7,0,7,0,28,1,10,0,3,0
0,34,0,201206,8,4,0,10,0,7,4,2,1,2,0,0,5,0,23,1,6,0,2,0
0,107,0,201206,5,7,0,5,0,4,0,8,3,0,5,0,4,0,43,0,13,0,1,0
0,120,0,201206,3,4,0,4,0,4,2,10,1,2,4,0,2,0,36,2,14,0,0,0
0,122,0,201206,2,4,0,5,0,7,3,5,3,0,2,0,4,0,33,0,4,0,0,0
0,120,0,201206,7,7,0,6,0,8,2,12,1,1,3,0,4,0,43,2,9,0,3,0
0,95,0,201206,3,9,0,4,0,4,2,8,0,2,9,0,3,0,37,1,15,1,0,0
0,42,0,201206,4,5,0,9,0,4,3,6,7,1,2,0,2,0,35,1,6,0,1,0
0,36,0,201206,5,5,0,4,0,7,8,10,1,1,6,0,1,0,33,0,10,0,2,0
0,109,0,201206,3,2,0,4,0,11,1,7,1,1,4,0,2,0,38,2,6,0,3,0
0,131,0,201206,4,5,0,2,0,5,3,12,1,0,3,0,2,0,33,2,9,0,2,0
0,147,0,201206,9,3,0,2,0,9,3,13,4,0,4,0,4,0,39,3,10,0,3,0
0,197,0,201206,9,3,0,9,0,5,3,5,5,2,7,0,10,0,32,1,13,0,3,0
0,252,0,201206,5,10,0,4,0,8,3,7,4,1,7,0,0,0,21,1,15,0,2,0
0,67,0,201206,3,7,0,8,0,5,1,6,7,1,6,0,2,0,33,0,8,0,1,0
0,39,0,201206,3,4,0,6,0,7,2,3,6,1,5,0,4,0,25,0,12,0,3,0
0,130,0,201206,4,10,0,1,0,7,0,6,2,0,1,0,5,0,33,1,12,0,1,0
0,127,0,201206,10,3,0,6,0,6,6,8,4,0,3,0,4,0,44,0,14,1,0,0
0,180,0,201206,7,2,0,4,0,3,4,4,3,1,7,0,6,0,39,0,10,0,0,0
